save_as,type,race,tr_name,en_name,prompt
forms/fire_wyrm.png,form,wyrmling,Ateş Ejderi,Fire Wyrm,"Fire Wyrm, a scaled draconic wyrm, leathery wings, sharp horns and claws, matured form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/storm_drake.png,form,wyrmling,Fırtına Drago,Storm Drake,"Storm Drake, a scaled draconic wyrm, leathery wings, sharp horns and claws, matured form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/elder_drake.png,form,wyrmling,Kadim Drago,Elder Drake,"Elder Drake, a scaled draconic wyrm, leathery wings, sharp horns and claws, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/magma_drake.png,form,wyrmling,Magma Ejderi,Magma Drake,"Magma Drake, a scaled draconic wyrm, leathery wings, sharp horns and claws, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/lightning_wyrm.png,form,wyrmling,Yıldırım Ejderi,Lightning Wyrm,"Lightning Wyrm, a scaled draconic wyrm, leathery wings, sharp horns and claws, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/shadow_drake.png,form,wyrmling,Gölge Drago,Shadow Drake,"Shadow Drake, a scaled draconic wyrm, leathery wings, sharp horns and claws, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/ancient_wyrm.png,form,wyrmling,Eski Ejder,Ancient Wyrm,"Ancient Wyrm, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/inferno_wyrm.png,form,wyrmling,Cehennem Vyrmı,Inferno Wyrm,"Inferno Wyrm, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/volcanic_dragon.png,form,wyrmling,Volkanik Ejderha,Volcanic Dragon,"Volcanic Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/cinder_wyrm.png,form,wyrmling,Köz Vyrmı,Cinder Wyrm,"Cinder Wyrm, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/storm_dragon.png,form,wyrmling,Fırtına Ejderhası,Storm Dragon,"Storm Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/tempest_wyrm.png,form,wyrmling,Kasırga Vyrmı,Tempest Wyrm,"Tempest Wyrm, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/void_dragon.png,form,wyrmling,Boşluk Ejderhası,Void Dragon,"Void Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/nightmare_drake.png,form,wyrmling,Kâbus Ejderi,Nightmare Drake,"Nightmare Drake, a scaled draconic wyrm, leathery wings, sharp horns and claws, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/elder_dragon.png,form,wyrmling,Kadim Ejderha,Elder Dragon,"Elder Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/dragon_sovereign.png,form,wyrmling,Ejderha Hükümdarı,Dragon Sovereign,"Dragon Sovereign, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/flame_god_dragon.png,form,wyrmling,Alev Tanrı Ejderhası,Flame God Dragon,"Flame God Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/phoenix_wyrm.png,form,wyrmling,Anka Vyrmı,Phoenix Wyrm,"Phoenix Wyrm, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/magma_god.png,form,wyrmling,Magma Tanrısı,Magma God,"Magma God, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/world_serpent.png,form,wyrmling,Dünya Yılanı,World Serpent,"World Serpent, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/ember_sovereign.png,form,wyrmling,Köz Hükümdarı,Ember Sovereign,"Ember Sovereign, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/ashfall_dragon.png,form,wyrmling,Kül Yağmuru Ejderhası,Ashfall Dragon,"Ashfall Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/thunder_god_dragon.png,form,wyrmling,Şimşek Tanrı Ejderhası,Thunder God Dragon,"Thunder God Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/cosmic_dragon.png,form,wyrmling,Kozmik Ejderha,Cosmic Dragon,"Cosmic Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/storm_sovereign.png,form,wyrmling,Fırtına Hükümdarı,Storm Sovereign,"Storm Sovereign, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/gale_god.png,form,wyrmling,Bora Tanrısı,Gale God,"Gale God, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/void_leviathan.png,form,wyrmling,Boşluk Leviathan,Void Leviathan,"Void Leviathan, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/void_god_dragon.png,form,wyrmling,Boşluk Tanrı Ejderhası,Void God Dragon,"Void God Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/shadow_god_dragon.png,form,wyrmling,Gölge Tanrı Ejderhası,Shadow God Dragon,"Shadow God Dragon, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/dragon_god.png,form,wyrmling,Ejderha Tanrısı,Dragon God,"Dragon God, a scaled draconic wyrm, leathery wings, sharp horns and claws, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/pebble_golem.png,form,golem,Çakıl Golem,Pebble Golem,"Pebble Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, newborn small form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/stone_golem.png,form,golem,Taş Golem,Stone Golem,"Stone Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, young growing form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/iron_golem.png,form,golem,Demir Golem,Iron Golem,"Iron Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, matured form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/lava_golem.png,form,golem,Lav Golem,Lava Golem,"Lava Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, matured form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/crystal_golem.png,form,golem,Kristal Golem,Crystal Golem,"Crystal Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/steel_golem.png,form,golem,Çelik Golem,Steel Golem,"Steel Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/magma_colossus.png,form,golem,Magma Kolos,Magma Colossus,"Magma Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/obsidian_golem.png,form,golem,Obsidyen Golem,Obsidian Golem,"Obsidian Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/arcane_golem.png,form,golem,Büyülü Golem,Arcane Golem,"Arcane Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/prism_golem.png,form,golem,Prizma Golem,Prism Golem,"Prism Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/titan_golem.png,form,golem,Titan Golem,Titan Golem,"Titan Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/fortress_golem.png,form,golem,Kale Golem,Fortress Golem,"Fortress Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/inferno_colossus.png,form,golem,Cehennem Devası,Inferno Colossus,"Inferno Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/volcano_golem.png,form,golem,Yanardağ Golem,Volcano Golem,"Volcano Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/basalt_titan.png,form,golem,Bazalt Titan,Basalt Titan,"Basalt Titan, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/onyx_colossus.png,form,golem,Oniks Devası,Onyx Colossus,"Onyx Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/void_golem.png,form,golem,Boşluk Golem,Void Golem,"Void Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/rune_colossus.png,form,golem,Rün Devası,Rune Colossus,"Rune Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/crystal_titan_golem.png,form,golem,Kristal Titan,Crystal Titan,"Crystal Titan, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/diamond_colossus.png,form,golem,Elmas Devası,Diamond Colossus,"Diamond Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/colossus_prime.png,form,golem,Yüce Kolos,Prime Colossus,"Prime Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/world_golem.png,form,golem,Dünya Golem,World Golem,"World Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/bastion_colossus.png,form,golem,Sur Devası,Bastion Colossus,"Bastion Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/ancient_golem.png,form,golem,Kadim Golem,Ancient Golem,"Ancient Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/magma_god_golem.png,form,golem,Magma Tanrı Golem,Magma God Golem,"Magma God Golem, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/lava_sovereign.png,form,golem,Lav Hükümdarı,Lava Sovereign,"Lava Sovereign, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/eternal_colossus.png,form,golem,Sonsuz Kolos,Eternal Colossus,"Eternal Colossus, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/cinder_titan.png,form,golem,Köz Titanı,Cinder Titan,"Cinder Titan, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/obsidian_god.png,form,golem,Obsidyen Tanrı,Obsidian God,"Obsidian God, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/golem_ascendant.png,form,golem,Yükselen Golem,Golem Ascendant,"Golem Ascendant, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/stone_sovereign.png,form,golem,Taş Hükümdar,Stone Sovereign,"Stone Sovereign, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/golem_sovereign.png,form,golem,Golem Hükümdar,Golem Sovereign,"Golem Sovereign, a massive stone-and-rock golem, carved runes, glowing molten cracks, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/novice_human.png,form,human,Acemi İnsan,Novice Human,"Novice Human, a humanoid warrior or mage figure, armor and cloak, newborn small form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/fighter_apprentice.png,form,human,Savaşçı Çırağı,Fighter Apprentice,"Fighter Apprentice, a humanoid warrior or mage figure, armor and cloak, young growing form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/warrior_path.png,form,human,Savaşçı,Warrior,"Warrior, a humanoid warrior or mage figure, armor and cloak, matured form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/scholar_path.png,form,human,Bilge,Scholar,"Scholar, a humanoid warrior or mage figure, armor and cloak, matured form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/crusader.png,form,human,Haçlı,Crusader,"Crusader, a humanoid warrior or mage figure, armor and cloak, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/shadow_warrior.png,form,human,Gölge Savaşçı,Shadow Warrior,"Shadow Warrior, a humanoid warrior or mage figure, armor and cloak, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/elemental_mage.png,form,human,Elemental Büyücü,Elemental Mage,"Elemental Mage, a humanoid warrior or mage figure, armor and cloak, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/dark_scholar.png,form,human,Karanlık Bilge,Dark Scholar,"Dark Scholar, a humanoid warrior or mage figure, armor and cloak, powerful elite form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/paladin.png,form,human,Paladin,Paladin,"Paladin, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/champion_human.png,form,human,Şampiyon,Champion,"Champion, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/assassin_human.png,form,human,Suikastçı,Assassin,"Assassin, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/berserker_human.png,form,human,Berserker,Berserker,"Berserker, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/pyromancer.png,form,human,Piromancer,Pyromancer,"Pyromancer, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/cryomancer.png,form,human,Kriyomancer,Cryomancer,"Cryomancer, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/necromancer_human.png,form,human,Nekromanser,Necromancer,"Necromancer, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/void_seeker.png,form,human,Boşluk Arayıcı,Void Seeker,"Void Seeker, a humanoid warrior or mage figure, armor and cloak, greater elder form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/divine_champion.png,form,human,İlahi Şampiyon,Divine Champion,"Divine Champion, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/holy_crusader.png,form,human,Kutsal Haçlı,Holy Crusader,"Holy Crusader, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/grand_champion.png,form,human,Yüce Şampiyon,Grand Champion,"Grand Champion, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/blade_sovereign.png,form,human,Kılıç Hükümdar,Blade Sovereign,"Blade Sovereign, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/shadow_lord.png,form,human,Gölge Lordu,Shadow Lord,"Shadow Lord, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/phantom_lord.png,form,human,Hayalet Lordu,Phantom Lord,"Phantom Lord, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/blood_warlord.png,form,human,Kan Savaş Lordu,Blood Warlord,"Blood Warlord, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/war_deity.png,form,human,Savaş Tanrısı,War Deity,"War Deity, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/flame_sovereign.png,form,human,Alev Hükümdarı,Flame Sovereign,"Flame Sovereign, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/volcano_lord.png,form,human,Yanardağ Lordu,Volcano Lord,"Volcano Lord, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/blizzard_sovereign.png,form,human,Blizzard Hükümdarı,Blizzard Sovereign,"Blizzard Sovereign, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/frost_archmage.png,form,human,Buz Arkaüstadı,Frost Archmage,"Frost Archmage, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/lich_master.png,form,human,Liç Efendisi,Lich Master,"Lich Master, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/death_ascendant.png,form,human,Ölüm Yücelişi,Death Ascendant,"Death Ascendant, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/void_herald.png,form,human,Boşluk Habercisi,Void Herald,"Void Herald, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
forms/chaos_archmage.png,form,human,Kaos Arkaüstadı,Chaos Archmage,"Chaos Archmage, a humanoid warrior or mage figure, armor and cloak, colossal godlike apex form, 2D pixel art, single centered character, clean transparent background, high detail, vibrant colors, dark fantasy game monster art"
